# OpenSignals Text File Format
# {"00:07:80:3B:46:58": {"sensor": ["EMG", "EMG"], "device name": "00:07:80:3B:46:58", "column": ["nSeq", "DI", "ACC X", "ACC Y"], "sync interval": 2, "time": "16:6:59.849", "comments": "", "device connection": "BTH00:07:80:3B:46:58", "channels": [1, 2], "date": "2016-8-24", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["ACC X", "ACC Y"], "resolution": [16, 16], "special": [{}, {}]}}
# EndOfHeader
0	0	31746	32486	
1	0	31809	32658	
2	0	32228	32832	
3	0	33732	32514	
4	0	34202	32357	
5	0	33594	32435	
6	0	33098	32692	
7	0	32652	32714	
8	0	32762	32871	
9	0	32984	32889	
10	0	32950	32512	
11	0	32691	32761	
12	0	32488	32586	
13	0	32420	32475	
14	0	32676	32570	
15	0	32834	32509	
16	0	32972	33071	
17	0	32824	33081	
18	0	32770	32821	
19	0	32624	33010	
20	0	32340	33017	
21	0	32076	32688	
22	0	31924	32548	
23	0	31976	32447	
24	0	32148	32629	
25	0	32276	32791	
26	0	32377	32839	
27	0	32682	32656	
28	0	33118	32822	
29	0	33278	32754	
30	0	33516	32620	
31	0	33512	32824	
32	0	33728	32876	
33	0	33898	32549	
34	0	34368	32720	
35	0	33992	32738	
36	0	33113	32717	
37	0	32334	32516	
38	0	31816	32530	
39	0	31518	32699	
40	0	31284	32770	
41	0	31464	32806	
42	0	31772	32580	
43	0	32128	32743	
44	0	32490	33057	
45	0	33080	32836	
46	0	33824	33023	
47	0	33755	32763	
48	0	33440	32901	
49	0	33268	32587	
50	0	32946	32434	
51	0	32642	32630	
52	0	32576	32455	
53	0	33018	32652	
54	0	33240	32605	
55	0	33112	32518	
56	0	33010	32720	
57	0	33220	32534	
58	0	33080	33067	
59	0	32584	32954	
60	0	32248	32991	
61	0	31906	32936	
62	0	31801	32756	
63	0	31931	32950	
64	0	32133	32283	
65	0	32248	32336	
66	0	32568	32821	
67	0	33306	32922	
68	0	33600	32713	
69	0	33360	32431	
70	0	33092	32450	
71	0	32833	32967	
72	0	32628	32831	
73	0	32384	32402	
74	0	32536	32600	
75	0	32782	32549	
76	0	32893	32640	
77	0	32952	32920	
78	0	32868	32808	
79	0	32752	33043	
80	0	32646	32843	
81	0	32668	32711	
82	0	32584	33114	
83	0	32604	33008	
84	0	32474	33268	
85	0	32554	32950	
86	0	32704	32879	
87	0	33709	32751	
88	0	34064	32334	
89	0	34586	32673	
90	0	34124	32396	
91	0	33378	32762	
92	0	32528	32553	
93	0	31876	32575	
94	0	31448	32343	
95	0	31363	32331	
96	0	31424	32573	
97	0	31672	32466	
98	0	31938	32471	
99	0	32040	32815	
100	0	32276	32897	
101	0	32980	32826	
102	0	33284	32839	
103	0	33216	32979	
104	0	33160	32747	
105	0	32978	32922	
106	0	32884	33063	
107	0	33000	32763	
108	0	32954	32870	
109	0	32807	32647	
110	0	32661	32780	
111	0	32580	32909	
112	0	32904	32722	
113	0	33720	33047	
114	0	33866	32993	
115	0	34196	32795	
116	0	33999	32859	
117	0	33360	32551	
118	0	32844	32307	
119	0	32132	32441	
120	0	31640	32364	
121	0	31448	32162	
122	0	31432	32305	
123	0	31594	32465	
124	0	31830	32760	
125	0	31874	32735	
126	0	32124	32793	
127	0	32379	32966	
128	0	32652	33102	
129	0	32732	33314	
130	0	32733	32931	
131	0	33291	32528	
132	0	33392	32677	
133	0	33316	32613	
134	0	33094	32640	
135	0	33038	32937	
136	0	32876	32908	
137	0	32756	32893	
138	0	32588	32874	
139	0	32712	32613	
140	0	32886	32518	
141	0	33088	32655	
142	0	33032	32549	
143	0	33156	32606	
144	0	33192	32838	
145	0	33222	32918	
146	0	33168	32882	
147	0	32948	32965	
148	0	32616	33018	
149	0	32408	32494	
150	0	32376	32597	
151	0	32392	32448	
152	0	32504	32813	
153	0	32640	32690	
154	0	32804	32800	
155	0	32808	32929	
156	0	32720	32672	
157	0	32813	32588	
158	0	32858	32587	
159	0	32774	32642	
160	0	32608	32275	
161	0	32492	32562	
162	0	32466	32458	
163	0	32608	32676	
164	0	32688	32722	
165	0	32770	32760	
166	0	32746	32854	
167	0	32644	32687	
168	0	32646	32880	
169	0	32618	32974	
170	0	32732	32741	
171	0	32760	32566	
172	0	32757	33038	
